code,date,open,low,close,high
USDCNY.IB,2019/7/1 21:21,6.8406,6.8406,6.8406,6.8406
USDCNY.IB,2019/7/1 22:09,6.8435,6.8435,6.8448,6.8448
USDCNY.IB,2019/7/1 22:27,6.8447,6.8447,6.8455,6.8455
USDCNY.IB,2019/7/1 22:42,6.847,6.847,6.847,6.847
USDCNY.IB,2019/7/1 22:54,6.849,6.849,6.849,6.849
USDCNY.IB,2019/7/1 23:24,6.852,6.852,6.853,6.853
USDCNY.IB,2019/7/2 9:30,6.8525,6.8525,6.8525,6.8525
USDCNY.IB,2019/7/2 9:35,6.855,6.8535,6.8535,6.855
USDCNY.IB,2019/7/2 9:40,6.8539,6.853,6.853,6.854
USDCNY.IB,2019/7/2 9:45,6.8535,6.8533,6.8545,6.8545
USDCNY.IB,2019/7/2 9:50,6.8546,6.8546,6.8578,6.8578
USDCNY.IB,2019/7/2 9:55,6.857,6.8568,6.8578,6.8578
USDCNY.IB,2019/7/2 10:00,6.8569,6.8565,6.8574,6.8574
USDCNY.IB,2019/7/2 10:05,6.8568,6.8568,6.8571,6.8571
USDCNY.IB,2019/7/2 10:10,6.8572,6.8572,6.8582,6.8582
USDCNY.IB,2019/7/2 10:15,6.8589,6.8588,6.8593,6.8593
USDCNY.IB,2019/7/2 10:20,6.8599,6.8598,6.8626,6.8626
USDCNY.IB,2019/7/2 10:25,6.863,6.863,6.8643,6.8643
USDCNY.IB,2019/7/2 10:30,6.865,6.8633,6.8633,6.865
USDCNY.IB,2019/7/2 10:35,6.8625,6.8625,6.8639,6.8643
USDCNY.IB,2019/7/2 10:40,6.8648,6.8648,6.8664,6.8664
USDCNY.IB,2019/7/2 10:45,6.8668,6.8647,6.8647,6.8668
USDCNY.IB,2019/7/2 10:50,6.8649,6.8639,6.865,6.865
USDCNY.IB,2019/7/2 10:55,6.8653,6.8643,6.8643,6.8653
USDCNY.IB,2019/7/2 11:00,6.8629,6.8627,6.8635,6.8635
USDCNY.IB,2019/7/2 11:05,6.863,6.8613,6.8622,6.863
USDCNY.IB,2019/7/2 11:10,6.8616,6.8615,6.8616,6.8622
USDCNY.IB,2019/7/2 11:15,6.862,6.8619,6.8632,6.8632
USDCNY.IB,2019/7/2 11:19,6.8627,6.8624,6.8624,6.8627
USDCNY.IB,2019/7/2 11:25,6.8625,6.8625,6.864,6.864
USDCNY.IB,2019/7/2 11:30,6.8644,6.8643,6.8643,6.8647
USDCNY.IB,2019/7/2 11:35,6.8645,6.8637,6.8637,6.8645
USDCNY.IB,2019/7/2 11:40,6.8642,6.8637,6.8637,6.8642
USDCNY.IB,2019/7/2 11:45,6.8634,6.8634,6.8634,6.8634
USDCNY.IB,2019/7/2 11:49,6.864,6.8627,6.8637,6.864
USDCNY.IB,2019/7/2 11:54,6.8644,6.8636,6.8636,6.8644
USDCNY.IB,2019/7/2 12:08,6.8642,6.8642,6.8642,6.8642
USDCNY.IB,2019/7/2 12:13,6.8636,6.8635,6.8635,6.8636
USDCNY.IB,2019/7/2 12:17,6.8632,6.8632,6.8632,6.8632
USDCNY.IB,2019/7/2 12:23,6.8643,6.8641,6.8641,6.8643
USDCNY.IB,2019/7/2 12:33,6.8635,6.8635,6.8635,6.8635
USDCNY.IB,2019/7/2 12:43,6.863,6.8625,6.8625,6.863
USDCNY.IB,2019/7/2 12:49,6.8623,6.8623,6.8623,6.8623
USDCNY.IB,2019/7/2 12:51,6.8632,6.8632,6.8632,6.8632
USDCNY.IB,2019/7/2 12:59,6.8619,6.8619,6.862,6.862
USDCNY.IB,2019/7/2 13:13,6.863,6.862,6.862,6.863
USDCNY.IB,2019/7/2 13:20,6.8636,6.8636,6.8636,6.8636
USDCNY.IB,2019/7/2 13:24,6.8634,6.863,6.863,6.8634
USDCNY.IB,2019/7/2 13:30,6.8632,6.8632,6.864,6.8641
USDCNY.IB,2019/7/2 13:34,6.8648,6.8645,6.8645,6.8653
USDCNY.IB,2019/7/2 13:40,6.8651,6.8648,6.8648,6.8651
USDCNY.IB,2019/7/2 13:45,6.8643,6.8638,6.8638,6.8643
USDCNY.IB,2019/7/2 13:50,6.864,6.8639,6.8644,6.8644
USDCNY.IB,2019/7/2 13:54,6.8645,6.8638,6.8638,6.8645
USDCNY.IB,2019/7/2 13:59,6.8641,6.8635,6.8635,6.8641
USDCNY.IB,2019/7/2 14:05,6.8636,6.8619,6.8628,6.8636
USDCNY.IB,2019/7/2 14:10,6.8624,6.8608,6.8617,6.8624
USDCNY.IB,2019/7/2 14:15,6.8606,6.8595,6.8595,6.861
USDCNY.IB,2019/7/2 14:20,6.8608,6.8605,6.8607,6.8608
USDCNY.IB,2019/7/2 14:25,6.861,6.8602,6.8609,6.8612
USDCNY.IB,2019/7/2 14:30,6.8607,6.859,6.859,6.8607
USDCNY.IB,2019/7/2 14:34,6.8591,6.8591,6.86,6.86
USDCNY.IB,2019/7/2 14:40,6.8603,6.8603,6.861,6.8614
USDCNY.IB,2019/7/2 14:45,6.8613,6.8613,6.8619,6.8624
USDCNY.IB,2019/7/2 14:50,6.8624,6.8614,6.8629,6.8629
USDCNY.IB,2019/7/2 14:55,6.8623,6.862,6.8624,6.8627
USDCNY.IB,2019/7/2 15:00,6.862,6.8612,6.8612,6.8623
USDCNY.IB,2019/7/2 15:05,6.8611,6.8603,6.8603,6.8615
USDCNY.IB,2019/7/2 15:09,6.8609,6.8609,6.8612,6.8613
USDCNY.IB,2019/7/2 15:15,6.861,6.8606,6.8606,6.8611
USDCNY.IB,2019/7/2 15:19,6.8615,6.8614,6.862,6.862
USDCNY.IB,2019/7/2 15:25,6.8629,6.8629,6.8642,6.8642
USDCNY.IB,2019/7/2 15:29,6.865,6.865,6.8654,6.8656
USDCNY.IB,2019/7/2 15:35,6.8645,6.8641,6.8641,6.8646
USDCNY.IB,2019/7/2 15:40,6.8647,6.8647,6.8651,6.8651
USDCNY.IB,2019/7/2 15:45,6.8644,6.8642,6.8647,6.8647
USDCNY.IB,2019/7/2 15:50,6.8645,6.8645,6.871,6.871
USDCNY.IB,2019/7/2 15:55,6.8706,6.8706,6.8716,6.8723
USDCNY.IB,2019/7/2 15:59,6.873,6.8727,6.8727,6.8739
USDCNY.IB,2019/7/2 16:05,6.8713,6.8713,6.8717,6.8725
USDCNY.IB,2019/7/2 16:10,6.8715,6.8711,6.8711,6.8716
USDCNY.IB,2019/7/2 16:15,6.8715,6.8715,6.8726,6.8735
USDCNY.IB,2019/7/2 16:20,6.8735,6.8727,6.873,6.8735
USDCNY.IB,2019/7/2 16:25,6.8733,6.8733,6.8819,6.8819
USDCNY.IB,2019/7/2 16:30,6.8836,6.882,6.8822,6.8836
USDCNY.IB,2019/7/2 16:35,6.882,6.8793,6.8793,6.882
USDCNY.IB,2019/7/2 16:40,6.8791,6.879,6.879,6.8802
USDCNY.IB,2019/7/2 16:44,6.8798,6.8782,6.8782,6.8798
USDCNY.IB,2019/7/2 16:50,6.8776,6.8768,6.8787,6.8787
USDCNY.IB,2019/7/2 16:55,6.8772,6.8772,6.8782,6.8782
USDCNY.IB,2019/7/2 16:59,6.8774,6.8774,6.878,6.878
USDCNY.IB,2019/7/2 17:05,6.8786,6.8786,6.8805,6.8805
USDCNY.IB,2019/7/2 17:08,6.8787,6.8787,6.8788,6.8788
USDCNY.IB,2019/7/2 17:15,6.8789,6.8773,6.8773,6.8789
USDCNY.IB,2019/7/2 17:20,6.878,6.878,6.878,6.8787
USDCNY.IB,2019/7/2 17:25,6.8789,6.8789,6.8795,6.8805
USDCNY.IB,2019/7/2 17:30,6.88,6.8794,6.8794,6.88
USDCNY.IB,2019/7/2 17:35,6.8795,6.8785,6.8785,6.8795
USDCNY.IB,2019/7/2 17:40,6.8772,6.8772,6.8772,6.8772
USDCNY.IB,2019/7/2 17:43,6.8777,6.8777,6.8777,6.8777
USDCNY.IB,2019/7/2 17:50,6.879,6.8753,6.8753,6.879
USDCNY.IB,2019/7/2 17:58,6.876,6.876,6.876,6.876
USDCNY.IB,2019/7/2 18:05,6.8775,6.8765,6.8765,6.8775
USDCNY.IB,2019/7/2 18:07,6.8763,6.8763,6.8763,6.8763
USDCNY.IB,2019/7/2 18:11,6.8753,6.8753,6.8753,6.8753
USDCNY.IB,2019/7/2 18:24,6.8768,6.8749,6.8749,6.8768
USDCNY.IB,2019/7/2 18:35,6.8769,6.8769,6.8769,6.8769
USDCNY.IB,2019/7/2 18:36,6.877,6.877,6.877,6.877
USDCNY.IB,2019/7/2 20:03,6.876,6.876,6.876,6.876
USDCNY.IB,2019/7/2 20:10,6.8755,6.8753,6.8753,6.8755
USDCNY.IB,2019/7/2 20:14,6.875,6.875,6.875,6.875
USDCNY.IB,2019/7/2 20:40,6.874,6.874,6.874,6.874
USDCNY.IB,2019/7/2 20:53,6.8745,6.8745,6.8745,6.8745
USDCNY.IB,2019/7/2 20:59,6.874,6.8735,6.8735,6.874
USDCNY.IB,2019/7/2 21:26,6.8734,6.8734,6.8734,6.8734
USDCNY.IB,2019/7/2 21:34,6.8719,6.8719,6.8725,6.8725
USDCNY.IB,2019/7/2 21:38,6.8719,6.8719,6.8719,6.8719
USDCNY.IB,2019/7/2 21:44,6.8725,6.8725,6.8725,6.8725
USDCNY.IB,2019/7/2 22:04,6.8722,6.8722,6.8735,6.8735
USDCNY.IB,2019/7/2 22:08,6.8729,6.8729,6.8729,6.8729
USDCNY.IB,2019/7/2 22:14,6.8748,6.8748,6.8748,6.8748
USDCNY.IB,2019/7/2 22:16,6.8747,6.8747,6.8747,6.8747
USDCNY.IB,2019/7/2 22:21,6.8746,6.8746,6.8746,6.8746
USDCNY.IB,2019/7/2 22:31,6.8745,6.8745,6.8745,6.8745
USDCNY.IB,2019/7/2 22:39,6.8739,6.8739,6.8739,6.8739
USDCNY.IB,2019/7/2 22:42,6.8745,6.8745,6.8745,6.8745
USDCNY.IB,2019/7/2 22:47,6.8735,6.8735,6.8735,6.8735
USDCNY.IB,2019/7/2 23:14,6.8719,6.8719,6.8719,6.8719
USDCNY.IB,2019/7/2 23:20,6.8725,6.8725,6.8725,6.8725
USDCNY.IB,2019/7/2 23:22,6.873,6.873,6.873,6.873
USDCNY.IB,2019/7/2 23:29,6.8738,6.8738,6.8738,6.8738
USDCNY.IB,2019/7/3 9:30,6.8849,6.8849,6.8849,6.8849
USDCNY.IB,2019/7/3 9:35,6.8835,6.8801,6.8801,6.8835
USDCNY.IB,2019/7/3 9:40,6.8795,6.8795,6.8814,6.8814
USDCNY.IB,2019/7/3 9:45,6.882,6.882,6.884,6.884
USDCNY.IB,2019/7/3 9:50,6.8836,6.8836,6.8884,6.8884
USDCNY.IB,2019/7/3 9:55,6.8887,6.8887,6.8905,6.892
USDCNY.IB,2019/7/3 10:00,6.8896,6.889,6.8908,6.8908
USDCNY.IB,2019/7/3 10:05,6.8907,6.8885,6.8885,6.8911
USDCNY.IB,2019/7/3 10:10,6.8881,6.8874,6.8874,6.8886
USDCNY.IB,2019/7/3 10:15,6.8852,6.8848,6.8864,6.8865
USDCNY.IB,2019/7/3 10:20,6.8859,6.8843,6.8843,6.8859
USDCNY.IB,2019/7/3 10:25,6.8857,6.8846,6.8846,6.8863
USDCNY.IB,2019/7/3 10:29,6.885,6.8838,6.8838,6.885
USDCNY.IB,2019/7/3 10:35,6.8847,6.8842,6.8846,6.8853
USDCNY.IB,2019/7/3 10:40,6.885,6.885,6.8861,6.8865
USDCNY.IB,2019/7/3 10:45,6.8857,6.8853,6.8853,6.8868
USDCNY.IB,2019/7/3 10:50,6.8855,6.8842,6.8842,6.8855
USDCNY.IB,2019/7/3 10:55,6.8833,6.8822,6.8826,6.8835
USDCNY.IB,2019/7/3 11:00,6.8836,6.8826,6.8828,6.8836
USDCNY.IB,2019/7/3 11:05,6.8796,6.8796,6.882,6.882
USDCNY.IB,2019/7/3 11:10,6.8826,6.8825,6.8833,6.8833
USDCNY.IB,2019/7/3 11:15,6.882,6.882,6.8835,6.8835
USDCNY.IB,2019/7/3 11:20,6.8837,6.8837,6.8838,6.8844
USDCNY.IB,2019/7/3 11:25,6.8842,6.8832,6.8832,6.8842
USDCNY.IB,2019/7/3 11:30,6.8825,6.8825,6.8829,6.8829
USDCNY.IB,2019/7/3 11:34,6.8856,6.8815,6.8815,6.8856
USDCNY.IB,2019/7/3 11:40,6.882,6.8811,6.8823,6.8823
USDCNY.IB,2019/7/3 11:45,6.8816,6.8815,6.8815,6.8824
USDCNY.IB,2019/7/3 11:50,6.8828,6.8817,6.882,6.883
USDCNY.IB,2019/7/3 11:55,6.8824,6.8824,6.8837,6.8837
USDCNY.IB,2019/7/3 12:00,6.8834,6.8829,6.883,6.8837
USDCNY.IB,2019/7/3 12:03,6.8826,6.8826,6.8826,6.8826
USDCNY.IB,2019/7/3 12:12,6.8845,6.8845,6.8845,6.8845
USDCNY.IB,2019/7/3 12:25,6.8835,6.8835,6.8845,6.8845
USDCNY.IB,2019/7/3 12:30,6.8848,6.8848,6.8865,6.8865
USDCNY.IB,2019/7/3 12:35,6.885,6.885,6.885,6.885
USDCNY.IB,2019/7/3 13:04,6.8852,6.885,6.885,6.8852
USDCNY.IB,2019/7/3 13:15,6.8849,6.8849,6.8849,6.8849
USDCNY.IB,2019/7/3 13:25,6.886,6.886,6.8881,6.8881
USDCNY.IB,2019/7/3 13:30,6.8866,6.8866,6.8887,6.8887
USDCNY.IB,2019/7/3 13:34,6.8888,6.8878,6.889,6.889
USDCNY.IB,2019/7/3 13:40,6.8881,6.8848,6.886,6.8881
USDCNY.IB,2019/7/3 13:45,6.8855,6.8855,6.8865,6.8865
USDCNY.IB,2019/7/3 13:50,6.8873,6.8862,6.8862,6.8873
USDCNY.IB,2019/7/3 13:55,6.886,6.886,6.887,6.8874
USDCNY.IB,2019/7/3 14:00,6.8867,6.886,6.8863,6.8867
USDCNY.IB,2019/7/3 14:05,6.8885,6.8873,6.8873,6.8887
USDCNY.IB,2019/7/3 14:10,6.8881,6.8878,6.8878,6.8883
USDCNY.IB,2019/7/3 14:15,6.8884,6.8873,6.8885,6.8885
USDCNY.IB,2019/7/3 14:20,6.8876,6.8876,6.8884,6.8894
USDCNY.IB,2019/7/3 14:25,6.889,6.8883,6.8884,6.889
USDCNY.IB,2019/7/3 14:30,6.8886,6.8872,6.8875,6.8886
USDCNY.IB,2019/7/3 14:35,6.8874,6.886,6.8869,6.8874
USDCNY.IB,2019/7/3 14:40,6.8858,6.8853,6.8853,6.886
USDCNY.IB,2019/7/3 14:45,6.8854,6.8845,6.8847,6.8858
USDCNY.IB,2019/7/3 14:50,6.8853,6.8849,6.8849,6.8853
USDCNY.IB,2019/7/3 14:54,6.8855,6.8855,6.8865,6.8865
USDCNY.IB,2019/7/3 15:00,6.8862,6.8859,6.8864,6.8867
USDCNY.IB,2019/7/3 15:05,6.8856,6.8856,6.8864,6.8864
USDCNY.IB,2019/7/3 15:10,6.8865,6.8864,6.8884,6.8884
USDCNY.IB,2019/7/3 15:15,6.8904,6.8904,6.8908,6.8923
USDCNY.IB,2019/7/3 15:20,6.8914,6.8905,6.8922,6.8922
USDCNY.IB,2019/7/3 15:25,6.8933,6.8915,6.8915,6.8933
USDCNY.IB,2019/7/3 15:30,6.8918,6.8908,6.8908,6.8919
USDCNY.IB,2019/7/3 15:34,6.8888,6.8886,6.8895,6.8895
USDCNY.IB,2019/7/3 15:40,6.8889,6.8876,6.8876,6.8891
USDCNY.IB,2019/7/3 15:45,6.8883,6.8881,6.8882,6.8888
USDCNY.IB,2019/7/3 15:50,6.888,6.887,6.887,6.888
USDCNY.IB,2019/7/3 15:55,6.8867,6.885,6.885,6.8868
USDCNY.IB,2019/7/3 16:00,6.8844,6.8844,6.8845,6.8867
USDCNY.IB,2019/7/3 16:04,6.884,6.8824,6.8824,6.884
USDCNY.IB,2019/7/3 16:10,6.8826,6.8809,6.8829,6.8829
USDCNY.IB,2019/7/3 16:15,6.8833,6.8824,6.8824,6.8833
USDCNY.IB,2019/7/3 16:20,6.8837,6.8826,6.8843,6.8843
USDCNY.IB,2019/7/3 16:24,6.8845,6.8838,6.8838,6.8845
USDCNY.IB,2019/7/3 16:30,6.8837,6.8834,6.8845,6.8845
USDCNY.IB,2019/7/3 16:35,6.884,6.8825,6.8825,6.8843
USDCNY.IB,2019/7/3 16:40,6.8811,6.8798,6.8798,6.8825
USDCNY.IB,2019/7/3 16:44,6.8786,6.8785,6.8795,6.88
USDCNY.IB,2019/7/3 16:50,6.8792,6.8785,6.8803,6.8803
USDCNY.IB,2019/7/3 16:55,6.879,6.8788,6.8799,6.8805
USDCNY.IB,2019/7/3 16:59,6.8802,6.8791,6.8791,6.8805
USDCNY.IB,2019/7/3 17:03,6.8789,6.8788,6.8788,6.879
USDCNY.IB,2019/7/3 17:10,6.8786,6.8786,6.88,6.8801
USDCNY.IB,2019/7/3 17:15,6.8788,6.8788,6.88,6.88
USDCNY.IB,2019/7/3 17:25,6.8799,6.879,6.879,6.88
USDCNY.IB,2019/7/3 17:30,6.88,6.8791,6.8792,6.8805
USDCNY.IB,2019/7/3 17:32,6.8798,6.8798,6.8798,6.8798
USDCNY.IB,2019/7/3 17:40,6.88,6.88,6.881,6.881
USDCNY.IB,2019/7/3 17:41,6.88,6.88,6.88,6.88
USDCNY.IB,2019/7/3 17:53,6.8802,6.8802,6.8802,6.8802
USDCNY.IB,2019/7/3 18:00,6.8805,6.8805,6.8808,6.8808
USDCNY.IB,2019/7/3 18:06,6.8812,6.8812,6.8812,6.8812
USDCNY.IB,2019/7/3 18:24,6.8827,6.8827,6.8827,6.8827
USDCNY.IB,2019/7/3 18:39,6.881,6.881,6.881,6.881
USDCNY.IB,2019/7/3 18:43,6.882,6.882,6.882,6.882
USDCNY.IB,2019/7/3 19:03,6.8808,6.8808,6.8808,6.8808
USDCNY.IB,2019/7/3 19:06,6.8795,6.8795,6.8795,6.8795
USDCNY.IB,2019/7/3 19:57,6.881,6.881,6.881,6.881
USDCNY.IB,2019/7/3 20:03,6.8817,6.8817,6.8818,6.8818
USDCNY.IB,2019/7/3 20:07,6.8817,6.8817,6.8818,6.8818
USDCNY.IB,2019/7/3 20:19,6.8822,6.8822,6.8822,6.8822
USDCNY.IB,2019/7/3 20:25,6.882,6.882,6.8828,6.883
USDCNY.IB,2019/7/3 20:30,6.8829,6.8829,6.8832,6.8832
USDCNY.IB,2019/7/3 20:31,6.883,6.883,6.883,6.883
USDCNY.IB,2019/7/3 20:59,6.8821,6.8821,6.8835,6.8835
USDCNY.IB,2019/7/3 21:06,6.883,6.883,6.883,6.883
USDCNY.IB,2019/7/3 21:14,6.8823,6.8815,6.8815,6.8823
USDCNY.IB,2019/7/3 21:42,6.882,6.882,6.882,6.882
USDCNY.IB,2019/7/3 22:08,6.8815,6.8815,6.8815,6.8815
USDCNY.IB,2019/7/3 22:25,6.881,6.881,6.881,6.881
USDCNY.IB,2019/7/3 22:57,6.8815,6.8815,6.8815,6.8815
USDCNY.IB,2019/7/4 9:30,6.875,6.875,6.875,6.875
USDCNY.IB,2019/7/4 9:35,6.8755,6.8725,6.8737,6.8755
USDCNY.IB,2019/7/4 9:40,6.8721,6.868,6.868,6.8721
USDCNY.IB,2019/7/4 9:45,6.8675,6.8675,6.8709,6.8709
USDCNY.IB,2019/7/4 9:50,6.8705,6.8705,6.872,6.872
USDCNY.IB,2019/7/4 9:55,6.87,6.87,6.873,6.873
USDCNY.IB,2019/7/4 10:00,6.8738,6.8717,6.8717,6.8738
USDCNY.IB,2019/7/4 10:05,6.8719,6.8719,6.8729,6.8733
USDCNY.IB,2019/7/4 10:10,6.8717,6.8717,6.8727,6.8728
USDCNY.IB,2019/7/4 10:14,6.8726,6.8716,6.8718,6.8726
USDCNY.IB,2019/7/4 10:20,6.8716,6.8694,6.8706,6.8716
USDCNY.IB,2019/7/4 10:25,6.8698,6.8688,6.8697,6.87
USDCNY.IB,2019/7/4 10:29,6.8704,6.8702,6.8702,6.8705
USDCNY.IB,2019/7/4 10:35,6.87,6.87,6.8708,6.8714
USDCNY.IB,2019/7/4 10:40,6.871,6.871,6.8711,6.872
USDCNY.IB,2019/7/4 10:45,6.872,6.8717,6.8717,6.8722
USDCNY.IB,2019/7/4 10:50,6.872,6.8705,6.8709,6.872
USDCNY.IB,2019/7/4 10:55,6.8713,6.8713,6.872,6.872
USDCNY.IB,2019/7/4 11:00,6.8723,6.8717,6.8717,6.873
USDCNY.IB,2019/7/4 11:05,6.8714,6.8714,6.8722,6.8722
USDCNY.IB,2019/7/4 11:10,6.8735,6.8735,6.8737,6.8742
USDCNY.IB,2019/7/4 11:15,6.8735,6.8725,6.8726,6.8735
USDCNY.IB,2019/7/4 11:20,6.8724,6.8713,6.8715,6.8724
USDCNY.IB,2019/7/4 11:25,6.8714,6.871,6.8719,6.8719
USDCNY.IB,2019/7/4 11:30,6.8716,6.8716,6.8717,6.8722
USDCNY.IB,2019/7/4 11:35,6.872,6.872,6.8723,6.8723
USDCNY.IB,2019/7/4 11:40,6.8713,6.8712,6.8712,6.8713
USDCNY.IB,2019/7/4 11:44,6.8701,6.8701,6.8706,6.8706
USDCNY.IB,2019/7/4 11:50,6.8707,6.8705,6.8705,6.8709
USDCNY.IB,2019/7/4 11:55,6.871,6.8705,6.8705,6.8714
USDCNY.IB,2019/7/4 11:59,6.8708,6.8708,6.8708,6.8708
USDCNY.IB,2019/7/4 12:20,6.871,6.871,6.871,6.871
USDCNY.IB,2019/7/4 12:30,6.8707,6.8707,6.8707,6.8707
USDCNY.IB,2019/7/4 12:34,6.871,6.871,6.871,6.871
USDCNY.IB,2019/7/4 12:40,6.8712,6.871,6.8712,6.8712
USDCNY.IB,2019/7/4 13:10,6.8708,6.8708,6.8714,6.8714
USDCNY.IB,2019/7/4 13:24,6.8711,6.8711,6.8711,6.8711
USDCNY.IB,2019/7/4 13:30,6.8717,6.871,6.8715,6.8717
USDCNY.IB,2019/7/4 13:35,6.8716,6.8697,6.8697,6.8716
USDCNY.IB,2019/7/4 13:40,6.869,6.8674,6.8678,6.869
USDCNY.IB,2019/7/4 13:45,6.8675,6.8669,6.869,6.869
USDCNY.IB,2019/7/4 13:50,6.8693,6.869,6.8692,6.8695
USDCNY.IB,2019/7/4 13:55,6.8689,6.8688,6.8702,6.8706
USDCNY.IB,2019/7/4 13:59,6.8697,6.8695,6.8695,6.8701
USDCNY.IB,2019/7/4 14:05,6.8688,6.8688,6.8704,6.8713
USDCNY.IB,2019/7/4 14:10,6.8707,6.8707,6.8717,6.8717
USDCNY.IB,2019/7/4 14:15,6.8716,6.8706,6.8706,6.8716
USDCNY.IB,2019/7/4 14:20,6.8703,6.8703,6.8705,6.8708
USDCNY.IB,2019/7/4 14:25,6.8706,6.8704,6.8704,6.871
USDCNY.IB,2019/7/4 14:30,6.8706,6.8706,6.8712,6.8712
USDCNY.IB,2019/7/4 14:35,6.8711,6.8711,6.8722,6.8722
USDCNY.IB,2019/7/4 14:40,6.8714,6.8714,6.8733,6.8733
USDCNY.IB,2019/7/4 14:45,6.8747,6.8738,6.8746,6.8751
USDCNY.IB,2019/7/4 14:50,6.874,6.874,6.8745,6.8755
USDCNY.IB,2019/7/4 14:55,6.8755,6.8747,6.8747,6.876
USDCNY.IB,2019/7/4 15:00,6.8753,6.8753,6.8754,6.8765
USDCNY.IB,2019/7/4 15:05,6.875,6.8727,6.8734,6.875
USDCNY.IB,2019/7/4 15:10,6.8747,6.8728,6.8728,6.8747
USDCNY.IB,2019/7/4 15:15,6.8735,6.8726,6.8728,6.8735
USDCNY.IB,2019/7/4 15:20,6.8732,6.873,6.8734,6.8738
USDCNY.IB,2019/7/4 15:25,6.8737,6.8731,6.874,6.874
USDCNY.IB,2019/7/4 15:30,6.8739,6.8739,6.8742,6.8746
USDCNY.IB,2019/7/4 15:35,6.874,6.874,6.8741,6.8743
USDCNY.IB,2019/7/4 15:40,6.8743,6.8741,6.876,6.876
USDCNY.IB,2019/7/4 15:45,6.8763,6.8755,6.8755,6.8764
USDCNY.IB,2019/7/4 15:50,6.8751,6.8751,6.8763,6.8763
USDCNY.IB,2019/7/4 15:54,6.8752,6.873,6.873,6.8752
USDCNY.IB,2019/7/4 16:00,6.8721,6.872,6.872,6.8725
USDCNY.IB,2019/7/4 16:05,6.8722,6.8716,6.8716,6.8728
USDCNY.IB,2019/7/4 16:10,6.8706,6.87,6.8704,6.8706
USDCNY.IB,2019/7/4 16:15,6.8699,6.8686,6.8686,6.8704
USDCNY.IB,2019/7/4 16:20,6.8693,6.8693,6.8698,6.8707
USDCNY.IB,2019/7/4 16:25,6.8684,6.8683,6.8687,6.869
USDCNY.IB,2019/7/4 16:30,6.8697,6.8697,6.8702,6.8711
USDCNY.IB,2019/7/4 16:34,6.8695,6.8695,6.87,6.87
USDCNY.IB,2019/7/4 16:40,6.8698,6.8698,6.8704,6.8708
USDCNY.IB,2019/7/4 16:45,6.87,6.8696,6.8702,6.8708
USDCNY.IB,2019/7/4 16:50,6.8705,6.8705,6.871,6.871
USDCNY.IB,2019/7/4 16:54,6.8714,6.8695,6.8714,6.8715
USDCNY.IB,2019/7/4 17:00,6.8705,6.8705,6.872,6.872
USDCNY.IB,2019/7/4 17:05,6.871,6.871,6.871,6.8722
